Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
576181,00000308,false,Rx,0,3,DB,D2,F2,00,00,00,00,00,
579301,000000A8,false,Rx,0,8,7C,ED,01,E0,01,F1,0F,02,
581244,000000A9,false,Rx,0,8,7C,1D,D6,CF,3D,D6,EF,0B,
581356,000001A0,false,Rx,1,8,00,80,00,00,80,00,E8,8B,
581822,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
583263,000000AA,false,Rx,0,8,3E,DD,01,00,24,0C,84,00,
589295,000000A8,false,Rx,0,8,7D,EE,01,E0,01,F1,0F,02,
591260,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
591347,000000A9,false,Rx,0,8,7D,1E,D6,CF,3D,D6,EF,0B,
591517,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
593264,000000AA,false,Rx,0,8,3F,DE,01,00,24,0C,84,00,
599306,000000A8,false,Rx,0,8,6F,E0,01,E0,01,F1,0F,02,
601219,000000A9,false,Rx,0,8,6F,10,D6,CF,3D,D6,EF,0B,
601325,000001A6,false,Rx,1,8,DF,00,E7,00,E1,00,A0,FB,
601799,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
602061,000001A0,false,Rx,1,8,00,80,00,00,80,00,08,AA,
603251,000000AA,false,Rx,0,8,3D,E0,01,00,20,0C,84,00,
609282,000000A8,false,Rx,0,8,70,E1,01,E0,01,F1,0F,02,
611232,000000A9,false,Rx,0,8,70,11,D6,CF,3D,D6,EF,0B,
611261,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
611714,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
613256,000000AA,false,Rx,0,8,3E,E1,01,00,20,0C,84,00,
618585,00000130,false,Rx,1,5,45,41,61,8F,B8,00,00,00,
619294,000000A8,false,Rx,0,8,51,D2,01,D0,01,F1,0F,02,
621227,000000A9,false,Rx,0,8,71,12,D6,CF,3D,D6,EF,0B,
621324,000001A0,false,Rx,1,8,00,80,00,00,80,00,18,BA,
621799,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
623241,000000AA,false,Rx,0,8,47,E2,01,00,28,0C,84,00,
624822,0000034F,false,Rx,1,2,FE,FF,00,00,00,00,00,00,
629281,000000A8,false,Rx,0,8,52,D3,01,D0,01,F1,0F,02,
631214,000000A9,false,Rx,0,8,72,13,D6,CF,3D,D6,EF,0B,
631259,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
631723,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
633276,000000AA,false,Rx,0,8,48,E3,01,00,28,0C,84,00,
637630,000001B6,false,Rx,0,8,FF,FF,00,00,12,A8,19,00,
639291,000000A8,false,Rx,0,8,33,C4,01,C0,01,F1,0F,02,
641214,000000A9,false,Rx,0,8,73,14,D6,CF,3D,D6,EF,0B,
641289,000001A0,false,Rx,1,8,00,80,00,00,80,00,28,CA,
641763,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
643226,000000AA,false,Rx,0,8,41,D4,01,00,30,0C,84,00,
649275,000000A8,false,Rx,0,8,34,C5,01,C0,01,F1,0F,02,
651216,000000A9,false,Rx,0,8,74,15,D6,CF,3D,D6,EF,0B,
651245,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
651694,000001D0,false,Rx,0,8,5F,FF,6E,D2,03,54,CD,9B,
651723,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
652631,00000492,false,Rx,0,8,29,42,FF,FF,FF,FF,FF,FF,
653226,000000AA,false,Rx,0,8,42,D5,01,00,30,0C,84,00,
654824,00000330,false,Rx,1,8,10,32,02,07,0D,00,ED,07,
656920,000002F8,false,Rx,1,8,FD,FD,FD,1C,6F,E6,07,F0,
659138,00000310,false,Rx,1,7,76,18,10,00,00,17,20,00,
659280,000000A8,false,Rx,0,8,55,D6,01,D0,01,F1,0F,02,
661219,000000A9,false,Rx,0,8,75,16,D6,CF,3D,D6,EF,0B,
661325,000001A0,false,Rx,1,8,00,80,00,00,80,00,38,DA,
661798,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
661956,00000194,false,Rx,1,4,F0,F0,FF,FF,00,00,00,00,
663219,000000AA,false,Rx,0,8,2B,C6,01,00,28,0C,84,00,
669259,000000A8,false,Rx,0,8,56,D7,01,D0,01,F1,0F,02,
671201,000000A9,false,Rx,0,8,76,17,D6,CF,3D,D6,EF,0B,
671229,000000B6,false,Rx,1,5,03,03,80,00,C8,00,00,00,
671682,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
673225,000000AA,false,Rx,0,8,2C,C7,01,00,28,0C,84,00,
673758,000001B4,false,Rx,1,8,00,D0,E6,F0,0F,FF,82,EF,
679268,000000A8,false,Rx,0,8,77,E8,01,E0,01,F1,0F,02,
681201,000000A9,false,Rx,0,8,77,18,D6,CF,3D,D6,EF,0B,
681258,000001A0,false,Rx,1,8,00,80,00,00,80,00,48,EA,
681741,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
682810,000001FB,false,Rx,1,2,FA,FF,00,00,00,00,00,00,
683219,000000AA,false,Rx,0,8,35,D8,01,00,20,0C,84,00,
689250,000000A8,false,Rx,0,8,78,E9,01,E0,01,F1,0F,02,
691189,000000A9,false,Rx,0,8,78,19,D6,CF,3D,D6,EF,0B,
691219,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
691671,0000019E,false,Rx,1,8,00,E8,AF,FC,FF,BC,FF,F1,
693304,000000AA,false,Rx,0,8,36,D9,01,00,20,0C,84,00,
699254,000000A8,false,Rx,0,8,59,DA,01,D0,01,F1,0F,02,
701198,000000A9,false,Rx,0,8,79,1A,D6,CF,3D,D6,EF,0B,
701243,000001A6,false,Rx,1,8,DF,00,E7,00,E1,00,30,FD,
701426,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
701720,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
702217,000001A0,false,Rx,1,8,00,80,00,00,80,00,58,FA,
703203,000000AA,false,Rx,0,8,4B,EA,01,00,24,0C,84,00,
709237,000000A8,false,Rx,0,8,5A,DB,01,D0,01,F1,0F,02,
711188,000000A9,false,Rx,0,8,7A,1B,D6,CF,3D,D6,EF,0B,
711217,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
711668,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
713200,000000AA,false,Rx,0,8,4C,EB,01,00,24,0C,84,00,
717837,000001B6,false,Rx,0,8,FF,FF,00,00,13,A8,1B,00,
718570,00000130,false,Rx,1,5,45,41,61,8F,C9,00,00,00,
719253,000000A8,false,Rx,0,8,5B,DC,01,D0,01,F1,0F,02,
721189,000000A9,false,Rx,0,8,7B,1C,D6,CF,3D,D6,EF,0B,
721265,000001A0,false,Rx,1,8,00,80,00,00,80,00,68,0B,
721739,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
723191,000000AA,false,Rx,0,8,3D,DC,01,00,24,0C,84,00,
729236,000000A8,false,Rx,0,8,5C,DD,01,D0,01,F1,0F,02,
731178,000000A9,false,Rx,0,8,7C,1D,D6,CF,3D,D6,EF,0B,
731206,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
731431,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
733188,000000AA,false,Rx,0,8,36,DD,01,00,1C,0C,84,00,
739239,000000A8,false,Rx,0,8,7D,EE,01,E0,01,F1,0F,02,
741183,000000A9,false,Rx,0,8,7D,1E,D6,CF,3D,D6,EF,0B,
741229,000001A0,false,Rx,1,8,00,80,00,00,80,00,78,1B,
741712,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
743183,000000AA,false,Rx,0,8,47,EE,01,00,1C,0C,84,00,
749315,000000A8,false,Rx,0,8,6F,E0,01,E0,01,F1,0F,02,
751167,000000A9,false,Rx,0,8,6F,10,D6,CF,3D,D6,EF,0B,
751195,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
751387,000001D0,false,Rx,0,8,5F,FF,60,D2,17,54,CD,9B,
751414,000004A9,false,Rx,1,8,30,42,FF,FF,FF,FF,FF,FF,
751881,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
753185,000000AA,false,Rx,0,8,35,E0,01,00,18,0C,84,00,
759229,000000A8,false,Rx,0,8,90,F1,01,F0,01,F1,0F,02,
761173,000000A9,false,Rx,0,8,60,11,D6,CF,3D,D6,DF,0B,
761218,000001A0,false,Rx,1,8,00,80,00,00,80,00,88,2B,
761701,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
763173,000000AA,false,Rx,0,8,46,F1,01,00,18,0C,84,00,
769213,000000A8,false,Rx,0,8,91,F2,01,F0,01,F1,0F,02,
771156,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
771190,000000A9,false,Rx,0,8,71,12,D6,CF,3D,D6,EF,0B,
771408,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
773176,000000AA,false,Rx,0,8,4F,F2,01,00,20,0C,84,00,
773281,000001B4,false,Rx,1,8,00,D0,E6,F1,0F,FF,82,F0,
779214,000000A8,false,Rx,0,8,F2,F3,01,50,02,F1,0F,02,
781158,000000A9,false,Rx,0,8,96,13,D8,DF,3D,D8,FF,0B,
781203,000001A0,false,Rx,1,8,00,80,00,00,80,00,98,3B,
781686,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
783158,000000AA,false,Rx,0,8,C2,53,02,02,20,0C,94,00,
783993,000003B0,false,Rx,1,2,FE,FF,00,00,00,00,00,00,
789208,000000A8,false,Rx,0,8,F3,F4,01,50,02,F1,0F,02,
791150,000000A9,false,Rx,0,8,97,14,D8,DF,3D,D8,FF,0B,
791179,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
791640,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
793162,000000AA,false,Rx,0,8,CD,54,02,04,28,0C,94,00,
797232,000001B6,false,Rx,0,8,FF,FF,00,00,12,A8,19,00,
797376,000003EF,false,Rx,0,2,05,52,00,00,00,00,00,00,
799214,000000A8,false,Rx,0,8,B6,25,02,E0,03,F1,0F,02,
801150,000000A9,false,Rx,0,8,98,15,D8,DF,3D,D8,FF,0B,
801185,000001A6,false,Rx,1,8,DF,00,E7,00,E1,00,C0,FE,
801668,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
801927,000001A0,false,Rx,1,8,00,80,00,00,80,00,A8,4B,
803156,000000AA,false,Rx,0,8,71,F5,03,05,28,0C,94,00,
809300,000000A8,false,Rx,0,8,B7,26,02,E0,03,F1,0F,02,
811131,000000A9,false,Rx,0,8,99,16,D8,DF,3D,D8,FF,0B,
811160,000000B6,false,Rx,1,5,0A,0A,80,00,C8,00,00,00,
811384,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
813152,000000AA,false,Rx,0,8,6C,F6,03,07,20,0C,94,00,
818575,00000130,false,Rx,1,5,45,41,61,8F,DA,00,00,00,
819203,000000A8,false,Rx,0,8,7B,87,03,40,05,F1,0F,02,
821147,000000A9,false,Rx,0,8,9A,17,D8,DF,3D,D8,FF,0B,
821223,000001A0,false,Rx,1,8,00,80,00,00,80,00,B8,5B,
821697,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
823150,000000AA,false,Rx,0,8,40,C7,05,08,20,0C,94,00,
829192,000000A8,false,Rx,0,8,7C,88,03,40,05,F1,0F,02,
831106,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
831148,000000A9,false,Rx,0,8,9B,18,D8,DF,3D,D8,FF,0B,
831366,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
833153,000000AA,false,Rx,0,8,3D,C8,05,08,1C,0C,94,00,
839194,000000A8,false,Rx,0,8,0F,F9,04,60,05,F1,0F,02,
841145,000000A9,false,Rx,0,8,9C,19,D8,DF,3D,D8,FF,0B,
841173,000001A0,false,Rx,1,8,00,80,00,00,80,00,C8,6B,
841646,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
842574,000004B0,false,Rx,1,8,00,42,FD,FF,FF,FF,FF,FF,
842844,000001B5,false,Rx,1,7,00,FF,FF,CF,F8,FF,00,00,
843326,000000AA,false,Rx,0,8,B0,39,06,0A,1C,0C,94,00,
849190,000000A8,false,Rx,0,8,BF,0A,05,00,05,F1,0F,02,
851111,000000A9,false,Rx,0,8,AD,1A,D8,DF,3D,D8,0F,0C,
851140,000000B6,false,Rx,1,5,0C,0C,80,00,C8,00,00,00,
851349,000001D0,false,Rx,0,8,5F,FF,60,D2,30,54,CC,9B,
851370,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
853143,000000AA,false,Rx,0,8,EC,3A,06,0D,54,0C,94,00,
859176,000000A8,false,Rx,0,8,43,FB,04,90,07,F1,0F,02,
861110,000000A9,false,Rx,0,8,AC,1B,D7,DF,3D,D7,0F,0C,
861156,000001A0,false,Rx,1,8,00,80,00,00,80,00,D8,7B,
861639,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
861798,00000194,false,Rx,1,4,F1,F1,FF,FF,00,00,00,00,
863231,000000AA,false,Rx,0,8,10,5B,08,0D,54,0C,94,00,
869173,000000A8,false,Rx,0,8,C4,8C,06,80,06,F1,0F,02,
871094,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
871130,000000A9,false,Rx,0,8,BD,1C,D7,DF,3D,D7,1F,0C,
871337,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
873135,000000AA,false,Rx,0,8,5E,5C,08,0E,A0,0C,94,00,
873350,000001B4,false,Rx,1,8,00,D0,E6,F2,0F,FF,82,F1,
879167,000000A8,false,Rx,0,8,A6,9D,06,50,07,F1,0F,02,
881116,000000A9,false,Rx,0,8,E0,1D,D8,EF,3D,D8,2F,0C,
881145,000001A0,false,Rx,1,8,00,80,00,00,80,00,E8,8B,
881629,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
882668,000001FB,false,Rx,1,2,FB,FF,00,00,00,00,00,00,
883115,000000AA,false,Rx,0,8,B0,AD,08,0F,A0,0C,94,00,
889158,000000A8,false,Rx,0,8,67,DE,06,D0,06,F1,0F,02,
891078,000000B6,false,Rx,1,5,0E,0E,80,00,C8,00,00,00,
891113,000000A9,false,Rx,0,8,F1,1E,D8,EF,3D,D8,3F,0C,
891333,0000019E,false,Rx,1,8,00,E8,BF,FC,FF,BC,FF,01,
893119,000000AA,false,Rx,0,8,F7,AE,08,11,E4,0C,94,00,
899160,000000A8,false,Rx,0,8,7A,C0,06,00,08,F1,0F,02,
901112,000000A9,false,Rx,0,8,E3,10,D8,EF,3D,D8,3F,0C,
901141,000001A6,false,Rx,1,8,DF,00,E7,00,E1,00,50,F0,
901335,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
901382,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
901849,000001A0,false,Rx,1,8,00,80,00,00,80,00,08,AA,
903111,000000AA,false,Rx,0,8,E2,40,09,11,3C,0D,94,00,
909158,000000A8,false,Rx,0,8,1B,31,07,30,07,F1,0F,02,
911078,000000B6,false,Rx,1,5,FF,00,80,00,C8,00,00,00,
911113,000000A9,false,Rx,0,8,F4,11,D8,EF,3D,D8,4F,0C,
911321,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
913109,000000AA,false,Rx,0,8,E3,41,09,11,3C,0D,94,00,
918521,00000130,false,Rx,1,5,45,41,61,8F,EB,00,00,00,
919159,000000A8,false,Rx,0,8,AA,72,06,80,06,F1,0F,02,
921093,000000A9,false,Rx,0,8,14,12,D7,EF,3D,D7,6F,0C,
921139,000001A0,false,Rx,1,8,00,80,00,00,80,00,18,BA,
921625,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
923105,000000AA,false,Rx,0,8,90,82,08,11,A8,0D,94,00,
925061,00000480,false,Rx,1,8,02,42,FD,01,FF,FF,FF,FF,
929148,000000A8,false,Rx,0,8,AB,73,06,80,06,F1,0F,02,
931080,000000A9,false,Rx,0,8,15,13,D7,EF,3D,D7,6F,0C,
931108,000000B6,false,Rx,1,5,00,01,80,00,C8,00,00,00,
931324,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
933110,000000AA,false,Rx,0,8,91,83,08,11,A8,0D,94,00,
937485,000001B6,false,Rx,0,8,FF,FF,00,00,12,A8,11,00,
939156,000000A8,false,Rx,0,8,7B,E4,05,E0,05,F1,0F,02,
941097,000000A9,false,Rx,0,8,24,14,D6,EF,3D,D6,7F,0C,
941126,000001A0,false,Rx,1,8,00,80,00,00,80,00,28,CA,
941601,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
943091,000000AA,false,Rx,0,8,7E,F4,07,11,24,0E,94,00,
949141,000000A8,false,Rx,0,8,7C,E5,05,E0,05,F1,0F,02,
951051,000000B6,false,Rx,1,5,02,02,80,00,C8,00,00,00,
951086,000000A9,false,Rx,0,8,45,15,D6,EF,3D,D6,9F,0C,
951294,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
952426,000001D0,false,Rx,0,8,5F,FF,61,D2,5C,54,CC,9B,
953089,000000AA,false,Rx,0,8,D4,F5,07,12,78,0E,94,00,
959143,000000A8,false,Rx,0,8,BC,66,05,A0,05,F1,0F,02,
961084,000000A9,false,Rx,0,8,34,16,D5,EF,3D,D5,8F,0C,
961113,000001A0,false,Rx,1,8,00,80,00,00,80,00,38,DA,
961588,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
963078,000000AA,false,Rx,0,8,74,96,06,12,78,0E,94,00,
969139,000000A8,false,Rx,0,8,1E,B7,05,B0,05,F1,0F,02,
971023,000000B6,false,Rx,1,5,03,03,80,00,C8,00,00,00,
971064,000000A9,false,Rx,0,8,65,17,D5,EF,3D,D5,BF,0C,
971272,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
973090,000000AA,false,Rx,0,8,CE,97,06,13,D0,0E,94,00,
973583,000001B4,false,Rx,1,8,00,D0,E6,F3,0F,FF,82,F2,
979120,000000A8,false,Rx,0,8,7F,C8,05,00,06,F1,0F,02,
981086,000001A0,false,Rx,1,8,00,80,00,00,80,00,48,EA,
981176,000000A9,false,Rx,0,8,78,18,D6,FF,3D,D6,BF,0C,
981344,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
983075,000000AA,false,Rx,0,8,7D,E8,06,14,2C,0F,94,00,
989115,000000A8,false,Rx,0,8,E0,19,06,10,06,F1,0F,02,
991020,000000B6,false,Rx,1,5,04,04,80,00,C8,00,00,00,
991169,000000A9,false,Rx,0,8,A9,19,D6,FF,3D,D6,EF,0C,
991266,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
993087,000000AA,false,Rx,0,8,7E,E9,06,14,2C,0F,94,00,
999129,000000A8,false,Rx,0,8,82,6A,06,60,06,F1,0F,02,
1001072,000000A9,false,Rx,0,8,C8,1A,D5,FF,3D,D5,0F,0D,
1001100,000001A6,false,Rx,1,8,DF,00,E7,00,E1,00,E0,F1,
1001316,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
1001806,000001A0,false,Rx,1,8,00,80,00,00,80,00,58,FA,
1003075,000000AA,false,Rx,0,8,1D,2A,07,15,88,0F,94,00,
1009117,000000A8,false,Rx,0,8,83,6B,06,60,06,F1,0F,02,
1011002,000000B6,false,Rx,1,5,05,05,80,00,C8,00,00,00,
1011043,000000A9,false,Rx,0,8,C9,1B,D5,FF,3D,D5,0F,0D,
1011252,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
1013069,000000AA,false,Rx,0,8,66,2B,07,15,D0,0F,94,00,
1015311,00000482,false,Rx,1,8,12,42,FE,01,FF,FF,FF,FF,
1017435,000001B6,false,Rx,0,8,FF,FF,00,00,12,A8,0F,00,
1018582,00000130,false,Rx,1,5,45,41,61,8F,FC,00,00,00,
1019122,000000A8,false,Rx,0,8,35,7C,06,00,07,F1,0F,02,
1021065,000000A9,false,Rx,0,8,C8,1C,D4,FF,3D,D4,0F,0D,
1021093,000001A0,false,Rx,1,8,00,80,00,00,80,00,68,0B,
1021568,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
1023171,000000AA,false,Rx,0,8,F8,BC,07,16,D0,0F,94,00,
1029095,000000A8,false,Rx,0,8,A6,FD,06,F0,06,F1,0F,02,
1030990,000000B6,false,Rx,1,5,06,06,80,00,C8,00,00,00,
1031031,000000A9,false,Rx,0,8,E9,1D,D4,FF,3D,D4,2F,0D,
1031240,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
1033057,000000AA,false,Rx,0,8,43,BD,07,17,18,10,94,00,
1039097,000000A8,false,Rx,0,8,38,EE,06,90,07,F1,0F,02,
1041037,000000A9,false,Rx,0,8,EA,1E,D4,FF,3D,D4,2F,0D,
1041066,000001A0,false,Rx,1,8,00,80,00,00,80,00,78,1B,
1041541,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
1043052,000000AA,false,Rx,0,8,3E,5E,08,18,70,10,94,00,
1049102,000000A8,false,Rx,0,8,BA,80,07,80,07,F1,0F,02,
1050977,000000B6,false,Rx,1,5,07,07,80,00,C8,00,00,00,
1051130,000000A9,false,Rx,0,8,DC,10,D4,FF,3D,D4,2F,0D,
1051225,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
1051547,000001D0,false,Rx,0,8,5F,FF,61,D2,8F,54,CC,9B,
1053053,000000AA,false,Rx,0,8,32,50,08,1A,70,10,94,00,
1059095,000000A8,false,Rx,0,8,CC,91,07,80,08,F1,0F,02,
1061037,000000A9,false,Rx,0,8,DB,11,D3,FF,3D,D3,2F,0D,
1061065,000001A0,false,Rx,1,8,00,80,00,00,80,00,88,2B,
1061291,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
1061690,00000194,false,Rx,1,4,F2,F2,FF,FF,00,00,00,00,
1063039,000000AA,false,Rx,0,8,85,41,09,1B,D0,10,94,00,
1069081,000000A8,false,Rx,0,8,6E,52,08,60,08,F1,0F,02,
1070965,000000B6,false,Rx,1,5,08,08,80,00,C8,00,00,00,
1071026,000000A9,false,Rx,0,8,EC,12,D3,FF,3D,D3,3F,0D,
1071214,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
1073042,000000AA,false,Rx,0,8,D7,42,09,1C,20,11,94,00,
1073535,000001B4,false,Rx,1,8,00,D0,E6,F4,0F,FF,82,F3,
1076316,00000308,false,Rx,0,3,EC,D2,F2,00,00,00,00,00,
1079076,000000A8,false,Rx,0,8,10,73,08,E0,08,F1,0F,02,
1081025,000000A9,false,Rx,0,8,40,13,D4,2F,3E,D4,5F,0D,
1081054,000001A0,false,Rx,1,8,00,80,00,00,80,00,98,3B,
1081529,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
1082668,000001FB,false,Rx,1,2,FC,FF,00,00,00,00,00,00,
1083057,000000AA,false,Rx,0,8,AE,C3,09,1D,74,11,94,00,
1089077,000000A8,false,Rx,0,8,81,E4,08,E0,08,F1,0F,02,
1090952,000000B6,false,Rx,1,5,09,09,80,00,C8,00,00,00,
1091013,000000A9,false,Rx,0,8,41,14,D4,2F,3E,D4,5F,0D,
1091201,0000019E,false,Rx,1,8,00,E8,CF,FC,FF,BC,FF,12,
1093059,000000AA,false,Rx,0,8,B0,C4,09,1E,74,11,94,00,
1097250,000001B6,false,Rx,0,8,FF,FF,00,00,12,A8,11,00,
1099073,000000A8,false,Rx,0,8,63,F5,08,B0,09,F1,0F,02,
1101003,000001A6,false,Rx,1,8,DF,00,E7,00,E1,00,70,F3,
1101039,000000A9,false,Rx,0,8,42,15,D4,2F,3E,D4,5F,0D,
1101259,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
1101497,00000200,false,Rx,0,8,42,81,FC,00,00,00,00,00,
1101735,000001A0,false,Rx,1,8,00,80,00,00,80,00,A8,4B,
1103018,000000AA,false,Rx,0,8,E3,85,0A,1F,E4,11,94,00,
1109060,000000A8,false,Rx,0,8,F4,96,09,A0,09,F1,0F,02,
1110944,000000B6,false,Rx,1,5,0A,0A,80,00,C8,00,00,00,
1111005,000000A9,false,Rx,0,8,63,16,D4,2F,3E,D4,7F,0D,
1111193,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
1112164,00000492,false,Rx,0,8,29,42,FF,FF,FF,FF,FF,FF,
1113029,000000AA,false,Rx,0,8,5D,86,0A,1F,5C,12,94,00,
1113697,00000130,false,Rx,1,5,45,41,21,8F,CD,00,00,00,
1118900,00000130,false,Rx,1,5,45,41,21,8F,DE,00,00,00,
1119059,000000A8,false,Rx,0,8,E5,97,09,90,09,F1,0F,02,
1121002,000000A9,false,Rx,0,8,50,17,D2,2F,3E,D2,6F,0D,
1121031,000001A0,false,Rx,1,8,00,80,00,00,80,00,B8,5B,
1121497,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
1123009,000000AA,false,Rx,0,8,9A,67,0A,1F,B8,12,94,00,
1129058,000000A8,false,Rx,0,8,E6,98,09,90,09,F1,0F,02,
1130921,000000B6,false,Rx,1,5,0B,0B,80,00,C8,00,00,00,
1130993,000000A9,false,Rx,0,8,71,18,D2,2F,3E,D2,8F,0D,
1131181,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
1133008,000000AA,false,Rx,0,8,F7,68,0A,1F,14,13,94,00,
1139058,000000A8,false,Rx,0,8,A7,99,09,50,09,F1,0F,02,
1140989,000001A0,false,Rx,1,8,00,80,00,00,80,00,C8,6B,
1141024,000000A9,false,Rx,0,8,50,19,D1,2F,3E,D1,6F,0D,
1141253,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
1143010,000000AA,false,Rx,0,8,09,09,0A,1F,84,13,94,00,
1149162,000000A8,false,Rx,0,8,B8,7A,09,80,09,F1,0F,02,
1150935,000000B6,false,Rx,1,5,0C,0C,80,00,C8,00,00,00,
1150986,000000A9,false,Rx,0,8,81,1A,D1,2F,3E,D1,9F,0D,
1151186,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
1151414,000001D0,false,Rx,0,8,5F,FF,62,D2,D9,54,CC,9B,
1153010,000000AA,false,Rx,0,8,0A,0A,0A,1F,84,13,94,00,
1159050,000000A8,false,Rx,0,8,99,8B,09,50,09,F1,0F,02,
1160983,000001A0,false,Rx,1,8,00,80,00,00,80,00,D8,7B,
1161018,000000A9,false,Rx,0,8,90,1B,D0,2F,3E,D0,AF,0D,
1161238,000000CE,false,Rx,1,8,00,00,00,00,00,00,00,00,
1162994,000000AA,false,Rx,0,8,50,DB,09,20,F8,13,94,00,
1169035,000000A8,false,Rx,0,8,9A,6C,09,70,09,F1,0F,02,
1170899,000000B6,false,Rx,1,5,0D,0D,80,00,C8,00,00,00,
1170971,000000A9,false,Rx,0,8,B1,1C,D0,2F,3E,D0,CF,0D,
1171159,0000019E,false,Rx,1,8,00,E8,DF,FC,FF,BC,FF,22,
1173007,000000AA,false,Rx,0,8,A8,DC,09,1F,50,14,94,00,
1173499,000001B4,false,Rx,1,8,00,D0,E6,F5,0F,FF,82,F4,
1177770,000001B6,false,Rx,0,8,FF,FF,00,00,12,A8,0F,00,
1179047,000000A8,false,Rx,0,8,0B,2D,09,20,09,F1,0F,02,
1180967,000001A0,false,Rx,1,8,00,80,00,00,80,00,E8,8B,
